state_id,state,fatal,serious,minor,total_cases,number_injured,number_killed,total_casualty,people_involved,period,state_tokens_acc,period_tokens_acc,cases_check_ok,id,speed_violation,unknown_causes,tyre_burst,mechanically_defective_vehicle,brake_failure,overloading,dangerous_overtaking,route_obstruction,dangerous_driving,bad_road,road_traffic_violation,obstruction,sign_and_signal_violation,: driver_alcohol_and_drugs,poor_weather,fatigue,sleeping_while_driving,state_tokens_cau,period_tokens_cau,total_causes_recorded
121,delta,11,28,6,45,122,23,145,279,q3 2021,['delta'],"['q3', '2021']",True,121.0,30,0,2,4,2,0,2,3,0,0,6,0,2,0,0,0,15,['delta'],"['q3', '2021']",66
122,ebonyi,9,18,7,34,100,18,118,272,q3 2021,['ebonyi'],"['q3', '2021']",True,122.0,19,0,4,2,0,0,0,4,0,0,1,0,0,0,0,0,0,['ebonyi'],"['q3', '2021']",30
123,edo,19,36,11,66,158,33,191,419,q3 2021,['edo'],"['q3', '2021']",True,123.0,68,0,2,3,7,0,0,11,1,0,0,0,0,0,0,0,5,['edo'],"['q3', '2021']",97
124,ekiti,7,31,6,44,127,10,137,287,q3 2021,['ekiti'],"['q3', '2021']",True,124.0,30,0,0,0,6,0,0,3,2,3,1,0,0,1,0,0,14,['ekiti'],"['q3', '2021']",60
125,enugu,21,52,24,97,270,28,298,748,q3 2021,['enugu'],"['q3', '2021']",True,125.0,45,0,6,1,21,0,0,7,2,0,1,0,0,0,0,0,17,['enugu'],"['q3', '2021']",100
126,fct,44,199,64,307,562,57,619,1629,q3 2021,['fct'],"['q3', '2021']",True,126.0,260,0,12,0,3,2,0,5,19,1,25,4,0,0,0,2,87,['fct'],"['q3', '2021']",420
127,gombe,10,60,3,73,218,13,231,334,q3 2021,['gombe'],"['q3', '2021']",True,127.0,38,3,5,1,1,0,0,7,8,0,3,5,0,1,0,0,11,['gombe'],"['q3', '2021']",83
128,imo,9,15,3,27,85,16,101,251,q3 2021,['imo'],"['q3', '2021']",True,128.0,10,0,2,1,4,0,0,3,3,0,2,0,0,1,0,0,1,['imo'],"['q3', '2021']",27
129,jigawa,23,70,1,94,312,65,377,560,q3 2021,['jigawa'],"['q3', '2021']",True,129.0,89,0,8,1,0,7,1,3,2,0,8,5,0,0,2,0,6,['jigawa'],"['q3', '2021']",132
130,kaduna,58,111,5,174,684,144,828,1471,q3 2021,['kaduna'],"['q3', '2021']",True,130.0,118,0,7,3,2,3,0,29,2,2,11,0,0,0,0,1,16,['kaduna'],"['q3', '2021']",194
131,kano,15,17,0,32,131,53,184,283,q3 2021,['kano'],"['q3', '2021']",True,131.0,16,0,4,0,1,0,0,3,8,0,0,0,0,0,0,0,1,['kano'],"['q3', '2021']",33
132,katsina,15,3,0,18,98,33,131,138,q3 2021,['katsina'],"['q3', '2021']",True,132.0,21,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,['katsina'],"['q3', '2021']",27
133,kebbi,15,39,0,54,159,59,218,312,q3 2021,['kebbi'],"['q3', '2021']",True,133.0,41,0,0,1,0,1,0,4,8,0,2,0,0,0,0,1,0,['kebbi'],"['q3', '2021']",58
134,kogi,22,59,14,95,280,42,322,786,q3 2021,['kogi'],"['q3', '2021']",True,134.0,72,0,5,4,7,0,0,9,6,0,8,1,1,0,0,1,21,['kogi'],"['q3', '2021']",135
135,kwara,9,55,14,78,255,21,276,551,q3 2021,['kwara'],"['q3', '2021']",True,135.0,65,0,5,5,3,0,0,7,4,0,1,1,1,0,0,0,14,['kwara'],"['q3', '2021']",106
136,lagos,29,76,36,141,233,41,274,689,q3 2021,['lagos'],"['q3', '2021']",True,136.0,71,1,2,13,15,0,0,9,10,2,8,0,1,0,1,2,0,['lagos'],"['q3', '2021']",135
137,nasarawa,27,148,37,212,535,33,568,921,q3 2021,['nasarawa'],"['q3', '2021']",True,137.0,126,0,9,1,4,1,0,32,34,0,9,1,0,0,0,0,37,['nasarawa'],"['q3', '2021']",254
138,niger,64,151,4,219,577,150,727,1227,q3 2021,['niger'],"['q3', '2021']",True,138.0,162,2,5,0,2,0,0,27,6,0,11,3,0,0,0,25,26,['niger'],"['q3', '2021']",269
139,ogun,59,169,71,299,618,98,716,1889,q3 2021,['ogun'],"['q3', '2021']",True,139.0,253,0,6,19,2,1,1,10,5,0,12,0,0,2,0,0,0,['ogun'],"['q3', '2021']",311
140,ondo,31,62,3,96,251,51,302,580,q3 2021,['ondo'],"['q3', '2021']",True,140.0,72,0,2,1,4,0,1,11,12,5,4,1,0,0,0,0,0,['ondo'],"['q3', '2021']",113
141,osun,35,57,13,105,324,82,406,866,q3 2021,['osun'],"['q3', '2021']",True,141.0,78,0,8,4,6,1,0,17,9,2,9,0,0,0,0,0,0,['osun'],"['q3', '2021']",134
142,oyo,34,93,10,137,344,58,402,888,q3 2021,['oyo'],"['q3', '2021']",True,142.0,88,1,14,4,11,0,0,18,6,2,7,1,0,0,0,4,3,['oyo'],"['q3', '2021']",159
143,plateau,13,56,8,77,249,25,274,417,q3 2021,['plateau'],"['q3', '2021']",True,143.0,23,0,4,5,15,0,0,9,10,0,0,2,0,0,0,0,2,['plateau'],"['q3', '2021']",70
144,rivers,8,17,6,31,88,23,111,208,q3 2021,['rivers'],"['q3', '2021']",True,144.0,16,0,2,0,2,0,0,6,4,0,5,0,0,0,0,0,0,['rivers'],"['q3', '2021']",35
145,sokoto,10,14,3,27,78,15,93,175,q3 2021,['sokoto'],"['q3', '2021']",True,145.0,26,0,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,['sokoto'],"['q3', '2021']",33
146,taraba,2,43,0,45,128,3,131,211,q3 2021,['taraba'],"['q3', '2021']",True,146.0,18,0,0,0,0,1,0,6,15,0,2,0,4,0,0,0,20,['taraba'],"['q3', '2021']",66
147,yobe,21,29,5,55,292,41,333,502,q3 2021,['yobe'],"['q3', '2021']",True,147.0,33,0,14,0,0,2,0,8,7,0,1,0,0,0,0,0,1,['yobe'],"['q3', '2021']",66
148,zamfara,7,13,1,21,56,19,75,110,q3 2021,['zamfara'],"['q3', '2021']",True,148.0,9,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,2,['zamfara'],"['q3', '2021']",21
149,abia,3,12,6,21,57,3,60,177,q4 2021,['abia'],"['q4', '2021']",True,149.0,8,0,2,0,7,0,0,2,1,0,2,0,0,0,0,2,0,['abia'],"['q4', '2021']",24
150,adamawa,17,54,5,76,191,25,216,423,q4 2021,['adamawa'],"['q4', '2021']",True,150.0,62,0,4,0,0,0,0,10,0,0,3,13,0,0,0,0,0,['adamawa'],"['q4', '2021']",92
151,akwa ibom,7,13,2,22,39,10,49,98,q4 2021,"['akwa', 'ibom']","['q4', '2021']",True,151.0,12,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,"['akwa', 'ibom']","['q4', '2021']",21
152,anambra,24,25,10,59,156,45,201,577,q4 2021,['anambra'],"['q4', '2021']",True,152.0,24,0,1,3,12,0,0,8,0,3,6,2,0,1,0,1,0,['anambra'],"['q4', '2021']",61
153,bauchi,64,149,4,217,882,156,1038,1600,q4 2021,['bauchi'],"['q4', '2021']",True,153.0,124,2,18,2,0,9,1,29,21,5,9,9,2,0,0,1,8,['bauchi'],"['q4', '2021']",240
154,bayelsa,3,9,0,12,37,24,61,80,q4 2021,['bayelsa'],"['q4', '2021']",True,154.0,16,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,['bayelsa'],"['q4', '2021']",19
155,benue,6,44,3,53,123,9,132,165,q4 2021,['benue'],"['q4', '2021']",True,155.0,34,1,2,0,0,0,0,3,4,1,1,0,0,1,0,0,0,['benue'],"['q4', '2021']",47
156,borno,4,17,0,21,70,5,75,152,q4 2021,['borno'],"['q4', '2021']",True,156.0,13,0,1,1,0,1,0,2,1,0,1,0,0,0,0,0,1,['borno'],"['q4', '2021']",21
157,cross river,15,31,8,54,133,20,153,248,q4 2021,"['cross', 'river']","['q4', '2021']",True,157.0,48,0,2,1,3,2,0,6,3,0,2,2,0,0,0,0,0,"['cross', 'river']","['q4', '2021']",69
158,delta,21,28,9,58,172,30,202,452,q4 2021,['delta'],"['q4', '2021']",True,158.0,29,0,7,4,1,1,0,1,3,0,6,0,2,0,0,0,17,['delta'],"['q4', '2021']",71
159,ebonyi,14,13,3,30,87,29,116,171,q4 2021,['ebonyi'],"['q4', '2021']",True,159.0,16,0,2,0,1,0,0,4,4,0,2,0,0,0,0,0,1,['ebonyi'],"['q4', '2021']",30
160,edo,24,31,8,63,125,40,165,397,q4 2021,['edo'],"['q4', '2021']",True,160.0,61,0,1,0,6,0,0,3,2,0,0,0,0,0,0,0,14,['edo'],"['q4', '2021']",87
161,ekiti,3,17,7,27,62,5,67,178,q4 2021,['ekiti'],"['q4', '2021']",True,161.0,18,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0,9,['ekiti'],"['q4', '2021']",38
162,enugu,16,29,11,56,134,21,155,348,q4 2021,['enugu'],"['q4', '2021']",True,162.0,24,0,8,0,14,0,0,2,1,0,0,0,0,0,0,0,13,['enugu'],"['q4', '2021']",62
163,fct,50,190,40,280,621,66,687,1424,q4 2021,['fct'],"['q4', '2021']",True,163.0,172,0,8,3,4,0,3,6,31,0,15,5,2,0,0,0,74,['fct'],"['q4', '2021']",323
164,gombe,17,71,2,90,256,30,286,472,q4 2021,['gombe'],"['q4', '2021']",True,164.0,44,5,7,0,0,5,0,5,27,1,2,4,0,0,0,0,12,['gombe'],"['q4', '2021']",112
165,imo,11,25,1,37,130,22,152,328,q4 2021,['imo'],"['q4', '2021']",True,165.0,20,0,2,0,5,0,0,3,5,1,2,0,0,0,0,0,0,['imo'],"['q4', '2021']",38
166,jigawa,34,94,1,129,510,62,572,858,q4 2021,['jigawa'],"['q4', '2021']",True,166.0,142,2,14,0,0,9,2,7,4,1,10,9,0,0,0,0,12,['jigawa'],"['q4', '2021']",212
167,kaduna,60,112,5,177,691,120,811,1436,q4 2021,['kaduna'],"['q4', '2021']",True,167.0,121,0,8,2,2,1,3,16,9,4,10,1,0,0,0,5,0,['kaduna'],"['q4', '2021']",182
168,kano,21,19,0,40,190,40,230,385,q4 2021,['kano'],"['q4', '2021']",True,168.0,30,0,1,1,0,1,1,3,3,0,6,0,0,0,0,0,5,['kano'],"['q4', '2021']",51
169,katsina,6,4,0,10,38,13,51,73,q4 2021,['katsina'],"['q4', '2021']",True,169.0,11,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,['katsina'],"['q4', '2021']",15
170,kebbi,16,44,2,62,248,28,276,378,q4 2021,['kebbi'],"['q4', '2021']",True,170.0,47,1,0,0,0,0,0,8,5,0,0,0,0,0,0,0,1,['kebbi'],"['q4', '2021']",62
171,kogi,36,84,17,137,428,68,496,1207,q4 2021,['kogi'],"['q4', '2021']",True,171.0,105,0,5,7,15,1,0,20,7,0,16,3,5,1,0,0,39,['kogi'],"['q4', '2021']",224
172,kwara,35,63,10,108,365,76,441,782,q4 2021,['kwara'],"['q4', '2021']",True,172.0,64,0,4,6,2,0,0,18,9,0,3,0,0,0,0,0,26,['kwara'],"['q4', '2021']",132
173,lagos,24,84,51,159,262,43,305,751,q4 2021,['lagos'],"['q4', '2021']",True,173.0,84,0,4,17,6,0,0,12,13,1,5,1,0,2,0,3,1,['lagos'],"['q4', '2021']",149
174,nasarawa,44,207,12,263,686,59,745,1417,q4 2021,['nasarawa'],"['q4', '2021']",True,174.0,92,1,4,25,9,4,8,22,20,22,4,6,0,3,0,0,33,['nasarawa'],"['q4', '2021']",253
175,niger,50,129,1,180,759,108,867,1377,q4 2021,['niger'],"['q4', '2021']",True,175.0,154,0,7,2,7,2,0,21,6,1,6,3,0,0,0,3,9,['niger'],"['q4', '2021']",221
176,ogun,71,169,46,286,633,129,762,1920,q4 2021,['ogun'],"['q4', '2021']",True,176.0,239,1,0,17,0,0,0,18,9,0,11,0,0,0,0,0,0,['ogun'],"['q4', '2021']",295
177,ondo,39,78,17,134,247,62,309,797,q4 2021,['ondo'],"['q4', '2021']",True,177.0,95,1,6,1,9,1,0,10,29,5,2,0,0,0,0,2,1,['ondo'],"['q4', '2021']",162
178,osun,27,64,16,107,302,63,365,813,q4 2021,['osun'],"['q4', '2021']",True,178.0,73,0,9,5,6,0,2,11,6,1,19,0,0,0,0,0,0,['osun'],"['q4', '2021']",132
179,oyo,53,98,12,163,494,93,587,1213,q4 2021,['oyo'],"['q4', '2021']",True,179.0,101,1,12,7,8,2,2,15,17,2,10,0,1,1,0,5,1,['oyo'],"['q4', '2021']",185
180,plateau,17,51,6,74,261,34,295,529,q4 2021,['plateau'],"['q4', '2021']",True,180.0,31,0,2,5,21,0,0,5,6,0,0,0,0,2,0,0,2,['plateau'],"['q4', '2021']",74
181,rivers,11,12,4,27,135,23,158,239,q4 2021,['rivers'],"['q4', '2021']",True,181.0,14,0,5,0,6,0,2,4,3,0,2,1,0,0,0,0,0,['rivers'],"['q4', '2021']",37
182,sokoto,13,22,0,35,146,25,171,224,q4 2021,['sokoto'],"['q4', '2021']",True,182.0,61,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,['sokoto'],"['q4', '2021']",65
183,taraba,9,61,0,70,178,9,187,320,q4 2021,['taraba'],"['q4', '2021']",True,183.0,25,0,2,0,0,6,0,3,11,0,0,0,0,0,0,0,31,['taraba'],"['q4', '2021']",78
184,yobe,14,30,1,45,188,25,213,332,q4 2021,['yobe'],"['q4', '2021']",True,184.0,29,0,10,2,0,1,1,2,10,1,0,2,0,0,0,0,1,['yobe'],"['q4', '2021']",59
185,zamfara,9,16,0,25,135,32,167,249,q4 2021,['zamfara'],"['q4', '2021']",True,185.0,22,0,2,0,0,0,0,5,1,1,0,0,0,0,0,0,1,['zamfara'],"['q4', '2021']",32
186,abia,8,20,5,33,144,13,157,260,q1 2022,['abia'],"['q1', '2022']",True,186.0,20,0,5,1,8,0,0,3,0,0,2,1,0,1,0,0,0,['abia'],"['q1', '2022']",41
187,adamawa,17,61,1,79,245,61,306,488,q1 2022,['adamawa'],"['q1', '2022']",True,187.0,75,0,2,2,0,0,0,15,1,1,2,3,0,0,0,0,0,['adamawa'],"['q1', '2022']",101
188,akwa ibom,7,8,1,16,35,7,42,84,q1 2022,"['akwa', 'ibom']","['q1', '2022']",True,188.0,12,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"['akwa', 'ibom']","['q1', '2022']",16
189,anambra,15,20,3,38,103,22,125,376,q1 2022,['anambra'],"['q1', '2022']",True,189.0,24,0,1,0,7,0,0,8,0,0,2,3,0,0,0,1,0,['anambra'],"['q1', '2022']",46
190,bauchi,40,99,1,140,499,73,572,1105,q1 2022,['bauchi'],"['q1', '2022']",True,190.0,90,0,8,2,0,2,0,19,17,5,11,3,0,0,0,0,7,['bauchi'],"['q1', '2022']",164
191,bayelsa,2,16,5,23,61,2,63,140,q1 2022,['bayelsa'],"['q1', '2022']",True,191.0,29,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,['bayelsa'],"['q1', '2022']",35
192,benue,18,52,4,74,221,27,248,461,q1 2022,['benue'],"['q1', '2022']",True,192.0,55,2,2,3,3,0,0,4,4,1,2,2,1,0,0,0,0,['benue'],"['q1', '2022']",79
193,borno,9,16,0,25,114,25,139,187,q1 2022,['borno'],"['q1', '2022']",True,193.0,15,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,['borno'],"['q1', '2022']",26
194,cross river,5,13,3,21,71,8,79,135,q1 2022,"['cross', 'river']","['q1', '2022']",True,194.0,13,0,1,0,2,0,0,1,1,0,1,2,0,0,0,0,0,"['cross', 'river']","['q1', '2022']",21
195,delta,30,44,7,81,227,62,289,568,q1 2022,['delta'],"['q1', '2022']",True,195.0,51,0,13,4,6,1,0,6,2,0,2,0,0,0,0,0,21,['delta'],"['q1', '2022']",106
196,ebonyi,11,17,5,33,87,22,109,217,q1 2022,['ebonyi'],"['q1', '2022']",True,196.0,20,0,2,0,0,0,0,12,2,0,1,0,0,0,0,0,3,['ebonyi'],"['q1', '2022']",40
197,edo,21,42,14,77,176,54,230,569,q1 2022,['edo'],"['q1', '2022']",True,197.0,80,0,4,2,16,0,0,9,0,0,2,1,0,0,0,0,7,['edo'],"['q1', '2022']",121
198,ekiti,3,14,2,19,35,3,38,74,q1 2022,['ekiti'],"['q1', '2022']",True,198.0,19,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,['ekiti'],"['q1', '2022']",26
199,enugu,21,28,8,57,211,38,249,600,q1 2022,['enugu'],"['q1', '2022']",True,199.0,18,0,1,0,17,1,0,4,0,0,0,1,0,0,0,0,20,['enugu'],"['q1', '2022']",62
200,fct,43,186,90,319,467,56,523,1609,q1 2022,['fct'],"['q1', '2022']",True,200.0,240,0,27,3,4,0,0,4,33,0,24,3,2,2,0,1,65,['fct'],"['q1', '2022']",408
201,gombe,10,63,0,73,274,16,290,415,q1 2022,['gombe'],"['q1', '2022']",True,201.0,53,0,4,3,0,0,2,9,7,2,3,0,0,0,0,0,14,['gombe'],"['q1', '2022']",97
202,imo,7,16,3,26,54,17,71,134,q1 2022,['imo'],"['q1', '2022']",True,202.0,5,0,3,0,7,0,0,1,1,0,0,0,0,0,0,0,10,['imo'],"['q1', '2022']",27
203,jigawa,18,83,1,102,417,37,454,724,q1 2022,['jigawa'],"['q1', '2022']",True,203.0,168,1,13,0,0,11,0,6,2,0,3,0,0,0,0,0,0,['jigawa'],"['q1', '2022']",204
204,kaduna,82,106,9,197,887,197,1084,1818,q1 2022,['kaduna'],"['q1', '2022']",True,204.0,110,0,13,2,1,1,1,15,19,2,13,1,0,0,0,4,0,['kaduna'],"['q1', '2022']",182
205,kano,42,48,2,92,417,138,555,782,q1 2022,['kano'],"['q1', '2022']",True,205.0,80,0,5,1,2,2,0,6,7,0,5,3,0,0,0,1,11,['kano'],"['q1', '2022']",123
206,katsina,12,1,0,13,76,37,113,143,q1 2022,['katsina'],"['q1', '2022']",True,206.0,10,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,['katsina'],"['q1', '2022']",18
207,kebbi,7,46,4,57,229,22,251,350,q1 2022,['kebbi'],"['q1', '2022']",True,207.0,57,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,['kebbi'],"['q1', '2022']",59
208,kogi,41,86,15,142,474,95,569,1449,q1 2022,['kogi'],"['q1', '2022']",True,208.0,132,1,9,5,13,2,0,20,11,0,6,2,10,0,0,1,2,['kogi'],"['q1', '2022']",214
209,kwara,32,55,7,94,315,86,401,635,q1 2022,['kwara'],"['q1', '2022']",True,209.0,109,1,10,4,5,0,0,7,4,0,2,0,0,0,0,0,3,['kwara'],"['q1', '2022']",145
210,lagos,25,98,75,198,276,48,324,1118,q1 2022,['lagos'],"['q1', '2022']",True,210.0,88,0,9,9,34,0,0,6,13,0,14,0,0,3,0,6,0,['lagos'],"['q1', '2022']",182
211,nasarawa,47,189,11,247,556,70,626,1225,q1 2022,['nasarawa'],"['q1', '2022']",True,211.0,183,0,10,6,6,3,0,18,27,0,17,5,0,0,0,0,44,['nasarawa'],"['q1', '2022']",319
212,niger,62,80,4,146,754,155,909,1580,q1 2022,['niger'],"['q1', '2022']",True,212.0,124,0,8,0,2,2,0,22,1,2,3,1,0,0,0,21,4,['niger'],"['q1', '2022']",190
213,ogun,63,158,47,268,656,126,782,1915,q1 2022,['ogun'],"['q1', '2022']",True,213.0,260,0,7,5,7,2,0,16,7,0,18,0,1,2,0,0,4,['ogun'],"['q1', '2022']",329
214,ondo,33,82,12,127,355,54,409,1038,q1 2022,['ondo'],"['q1', '2022']",True,214.0,95,0,11,3,8,2,0,9,22,0,7,0,0,0,0,0,0,['ondo'],"['q1', '2022']",157
215,osun,23,67,12,102,376,29,405,883,q1 2022,['osun'],"['q1', '2022']",True,215.0,75,0,18,6,4,1,1,13,2,1,15,0,0,0,0,0,1,['osun'],"['q1', '2022']",137
216,oyo,46,113,14,173,540,73,613,1337,q1 2022,['oyo'],"['q1', '2022']",True,216.0,124,0,14,5,12,2,0,14,15,0,10,1,0,0,0,4,0,['oyo'],"['q1', '2022']",201
217,plateau,22,51,0,73,270,36,306,508,q1 2022,['plateau'],"['q1', '2022']",True,217.0,26,0,0,2,18,1,0,8,6,0,7,1,0,1,0,0,1,['plateau'],"['q1', '2022']",71
218,rivers,5,19,5,29,58,7,65,157,q1 2022,['rivers'],"['q1', '2022']",True,218.0,20,0,4,1,3,0,0,2,3,0,4,0,0,0,0,0,0,['rivers'],"['q1', '2022']",37
219,sokoto,8,17,2,27,103,13,116,231,q1 2022,['sokoto'],"['q1', '2022']",True,219.0,19,0,3,0,1,0,1,2,1,0,1,0,0,0,0,0,0,['sokoto'],"['q1', '2022']",28
220,taraba,14,56,1,71,248,32,280,420,q1 2022,['taraba'],"['q1', '2022']",True,220.0,21,0,5,0,0,3,0,12,16,0,1,0,0,0,0,3,13,['taraba'],"['q1', '2022']",74
221,yobe,17,9,0,26,133,63,196,272,q1 2022,['yobe'],"['q1', '2022']",True,221.0,21,0,5,0,0,1,0,3,3,0,4,0,0,0,0,0,0,['yobe'],"['q1', '2022']",37
222,zamfara,5,21,1,27,130,10,140,185,q1 2022,['zamfara'],"['q1', '2022']",True,222.0,20,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,2,['zamfara'],"['q1', '2022']",31
